5,1576859795544,3.2524366,5.7863674,6.5719337 
5,1576859795544,3.300337,5.8007374,6.7683253 
5,1576859795544,3.396138,5.7624173,6.7300053 
5,1576859795544,3.276387,5.829478,6.5240335 
5,1576859795544,3.1039455,5.877378,6.7635355 
5,1576859795544,3.2668068,5.724097,6.945557 
5,1576859795544,3.2284865,5.7145166,7.060518 
5,1576859795544,3.180586,5.6618266,7.2521195 
5,1576859795544,3.1039455,5.6187162,7.060518 
5,1576859795544,3.1422658,5.647456,6.6437845 
5,1576859795545,3.4584084,5.407954,6.8497562 
5,1576859795545,3.3434474,5.4462748,7.209009 
5,1576859795545,2.8500733,5.695357,7.4772515 
5,1576859795545,2.8883936,5.848638,7.1227884 
5,1576859795545,3.032095,5.949229,6.720425 
5,1576859795545,3.3338673,5.9204884,6.480923 
5,1576859795545,3.1087356,6.06419,6.471343 
5,1576859795545,3.032095,6.13604,6.452183 
5,1576859795545,3.3290772,5.8103175,6.2989016 
5,1576859795545,3.300337,5.8438478,6.342012 
5,1576859795545,2.9937747,6.0450296,6.935977 
5,1576859795545,2.9219239,5.9204884,7.33355 
5,1576859795545,3.0799952,5.824688,6.7635355 
5,1576859795546,3.180586,5.7719975,6.7779055 
5,1576859795546,3.1278956,5.858218,6.6533647 
5,1576859795546,3.0704153,5.9300685,6.346802 
5,1576859795546,3.0799952,5.9540186,6.1887307 
5,1576859795546,3.2045362,5.982759,6.303692 
5,1576859795546,3.1374757,5.968389,6.480923 
5,1576859795546,3.166216,5.8438478,6.6677346 
5,1576859795546,3.2668068,5.7863674,6.825806 
5,1576859795546,3.3290772,5.752837,6.8832865 
5,1576859795546,3.2093263,5.8438478,6.7395854 
5,1576859795546,3.1326857,5.8917484,6.6102543 
5,1576859795547,3.0847852,5.9013286,6.638994 
5,1576859795547,3.0368848,5.944439,6.725215 
5,1576859795547,3.027305,5.944439,6.844966 
5,1576859795547,3.2428565,5.958809,6.8497562 
5,1576859795547,3.4775686,6.0258694,6.7395854 
5,1576859795547,3.3673975,6.09772,6.615044 
5,1576859795547,3.0225148,6.0737696,6.09293 
5,1576859795547,2.9506643,6.0258694,6.0210795 
5,1576859795547,3.2524366,5.858218,6.8497562 
5,1576859795547,3.2668068,5.9061184,7.189849 
5,1576859795547,3.0081446,6.0210795,6.6198344 
5,1576859795547,2.8644435,6.0258694,6.0689797 
5,1576859795548,2.9746144,6.0019193,6.1599903 
5,1576859795569,3.0656252,5.982759,6.638994 
5,1576859795590,3.0177248,6.0689797,6.8689165 
5,1576859795611,3.051255,6.1073003,6.8880763 
5,1576859795630,3.2668068,6.0689797,6.8497562 
5,1576859795650,3.4488282,6.12646,6.825806 
5,1576859795671,3.6548,6.1647806,6.7970657 
5,1576859795691,4.3014555,6.0450296,6.7874856 
5,1576859795711,4.766089,6.05461,7.165899 
5,1576859795731,4.512217,6.3899126,7.472461 
5,1576859795750,4.7325587,6.969507,7.3766603 
5,1576859795770,5.2977834,7.668853,7.1084185 
5,1576859795791,6.552774,8.085587,6.452183 
5,1576859795813,7.8412943,8.258028,6.222261 
5,1576859795832,8.4304695,8.57896,6.11688 
5,1576859795850,8.49753,9.125025,5.9013286 
5,1576859795871,8.487949,9.64714,5.1732426 
5,1576859795891,8.665181,9.78605,4.018843 
5,1576859795912,8.4448395,9.80521,2.7590625 
5,1576859795932,8.310719,9.532178,0.9244776 
5,1576859795951,7.6353226,9.0004835,-0.24908204 
5,1576859795972,6.4042826,8.52627,-0.17723145 
5,1576859795991,5.4989653,7.9610453,0.31135255 
5,1576859796013,5.1157618,7.2425394,0.36883304 
5,1576859796033,4.679868,6.332432,0.63707525 
5,1576859796051,4.311035,5.2834134,1.7866846 
5,1576859796074,4.4691067,3.9901028,3.8464015 
5,1576859796093,6.471343,2.2561085,6.854546 
5,1576859796113,10.054293,0.019160157,11.170372 
5,1576859796133,14.322217,-1.4130616,14.777271 
5,1576859796153,16.904049,-2.6297317,16.535215 
5,1576859796173,15.912511,-3.1087356,17.153131 
5,1576859796193,12.957056,-3.4344583,15.428717 
5,1576859796214,9.6758795,-4.071533,11.644586 
5,1576859796234,6.581514,-4.622388,7.692803 
5,1576859796254,3.2476466,-5.6282964,4.976851 
5,1576859796274,-3.3626075,-6.8497562,3.923042 
5,1576859796294,-16.290924,-7.0078273,5.0822315 
5,1576859796315,-31.5472,-2.9698243,1.0442286 
5,1576859796334,-40.815926,2.7111623,-7.32876 
5,1576859796354,-41.86973,3.5829494,-3.65959 
5,1576859796375,-35.57083,0.9963282,5.8438478 
5,1576859796394,-28.481573,0.5460645,5.934859 
5,1576859796414,-25.64587,0.5939649,-0.8382569 
5,1576859796434,-22.565874,-1.096919,-7.668853 
5,1576859796453,-16.401094,-4.9385304,-10.001602 
5,1576859796475,-10.542876,-9.350157,-5.609136 
5,1576859796494,-3.2189064,-14.465919,2.1028273 
5,1576859796514,9.78605,-17.862057,10.140513 
5,1576859796535,24.606432,-17.919537,16.961529 
5,1576859796556,43.249264,-16.00831,24.960896 
5,1576859796577,48.173424,-13.124707,29.535381 
5,1576859796597,36.136055,-10.744058,22.388643 
5,1576859796617,26.158405,-8.799302,10.370435 
5,1576859796638,20.903732,-7.4820414,5.1157618 
5,1576859796657,17.08128,-7.673643,2.8357031 
5,1576859796676,11.093731,-9.182506,0.4167334 
5,1576859796697,1.096919,-10.96919,-1.5280225 
5,1576859796718,-10.8925495,-12.20502,-1.6525636 
5,1576859796737,-26.71884,-11.596685,2.323169 
5,1576859796757,-41.5009,-4.7133985,-0.05269043 
5,1576859796778,-48.120735,0.82388675,-4.311035 
5,1576859796797,-47.775852,-0.29698244,8.224498 
5,1576859796816,-40.059097,-1.9687061,16.540005 
5,1576859796837,-32.155533,-1.6238233,10.078242 
5,1576859796857,-26.599089,-2.1267774,0.37362307 
5,1576859796878,-21.358786,-4.646338,-4.4834766 
5,1576859796898,-15.993941,-8.602911,-6.6533647 
5,1576859796918,-10.882969,-13.651612,-5.8055277 
5,1576859796937,-5.144502,-19.50025,1.0777588 
5,1576859796957,5.1157618,-24.146587,11.563155 
5,1576859796976,18.853594,-24.668703,19.131416 
5,1576859796997,36.5959,-23.681953,27.255323 
5,1576859797017,45.787987,-21.095333,32.438145 
5,1576859797038,44.839558,-19.60563,28.05047 
5,1576859797059,34.04281,-16.142433,17.383053 
5,1576859797080,22.206621,-11.797867,9.354947 
5,1576859797101,17.04296,-9.302257,3.923042 
5,1576859797120,15.352076,-9.105865,1.4992822 
5,1576859797141,10.0063925,-11.098521,2.5099807 
5,1576859797160,-0.4167334,-11.577525,0.9053174 
5,1576859797180,-10.403965,-11.218272,-0.5843848 
5,1576859797201,-19.48588,-10.700948,1.0538087 
5,1576859797223,-27.834919,-8.066426,2.2369483 
5,1576859797241,-37.96585,-3.410508,2.0932472 
5,1576859797261,-45.663445,-0.49337405,5.8055277 
5,1576859797281,-43.9055,-2.2177882,12.731924 
